,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3
398,14.0,16.0,14.0,14.8999996185303,63.0,1.0,-42.59,0.013148883711569307,5206594.699999991,5000000.0,2.343,304.0,7418.0,-4.247166004659587,171.0,-8.081449404193627,38.0,53.0,82.0
399,26.0,16.0,13.0,35.5,171.0,1.0,-0.6,-0.019461930180780088,6733107.059999977,6200000.0,67.202,423.0,-0.12976416344643182,-0.07751573716270206,231.0,521.0,33.0,69.0,88.0
400,13.837666174298375,15.481190476190477,13.515044642857143,25.93476614935861,149.72878787878787,0.8590909090909091,1.7889040247678045,0.007282201411438542,12784619.88044377,12415194.229289941,500.45996229508165,290.0,0.6972472546318097,0.773910038322962,192.0,384.0,45.0,68.0,139.0
401,4.0,6.0,4.0,25.93476614935861,149.72878787878787,0.8590909090909091,1.533,0.007282201411438542,5161377.819999993,5000000.0,1.533,382.0,9959.0,0.773910038322962,237.0,0.6972472546318097,73.0,88.0,132.0
402,10.5,12.0,10.0,12.17,84.0,0.0,0.68,-0.03994798366381734,5217789.459999997,5150000.0,171.253,312.0,8379.0,-0.003994798366381733,215.0,-0.007590116896125293,41.0,35.0,143.0
403,21.0,20.0,18.0,25.6700000762939,118.0,1.0,-0.28,0.016234824406075828,38558509.509999976,38000000.0,219.3,415.0,12173.0,-0.013388658034531752,259.0,-0.040049792231078574,44.0,91.0,84.0
404,12.0,14.0,12.0,5.75500011444092,84.0,1.0,-5.505,-0.02445763809442177,5906029.219999994,5775000.0,13.535,465.0,10931.0,-0.5725118742849795,247.0,-1.0657606868564815,49.0,135.0,114.0
405,14.0,16.0,14.0,17.1,110.0,1.0,-0.28,-0.009283825646421207,5514869.279999995,5400000.0,648.447,411.0,-0.06071989877360118,-0.036355443081779085,252.0,492.0,66.0,60.0,128.0
406,11.0,15.0,13.0,10.25,84.0,1.0,-2.47,0.028909796042798735,4084878.9799999963,4000000.0,500.45996229508165,260.0,-0.44588306520533294,-0.2209811835614811,151.0,420.0,45.0,56.0,97.0
407,15.0,15.0,13.0,17.8600006103516,37.0,0.0,0.16,-0.03730202283411388,7289458.739999995,7142857.0,264.544,366.0,-0.0070873843384816355,-0.003730202283411387,257.0,472.0,48.0,22.0,89.0
408,16.0,14.0,12.0,20.6499996185303,127.0,1.0,-2.11,-0.014457302664450278,6535095.70999999,6300000.0,64.062,587.0,15783.0,-0.22401157239800518,358.0,-0.4126104151582046,50.0,115.0,183.0
409,20.5,19.5,17.5,28.3999996185303,70.0,1.0,6.98,-0.03023471691106464,3876012.389999994,3740000.0,128.894,197.0,0.8042554037868976,0.8969765283088935,122.0,241.0,26.0,38.0,73.0
410,3.5,4.0,3.25,25.93476614935861,149.72878787878787,0.8590909090909091,101.048,0.007282201411438542,940962.0699999833,550000.0,101.048,451.0,0.6972472546318097,0.773910038322962,298.0,565.0,63.0,115.0,170.0
411,15.0,19.0,17.0,16.2000007629395,77.0,1.0,-1.29,0.03753148264365503,45416633.24999996,44444444.0,-0.2146994990586394,603.0,15032.0,-0.09522166562071044,349.0,952.0,132.0,183.0,199.0
412,23.0,22.0,20.0,25.0,237.0,1.0,1.7889040247678045,0.014041837854611824,74190579.04999988,71428572.0,0.8126679491923762,832.0,28081.0,0.9014041837854612,617.0,1530.0,185.0,447.0,310.0
413,8.0,9.0,8.0,61.60003,736.0,1.0,2.33,-0.05334674288233361,10437882.31999998,10000000.0,769.9,686.0,0.7998641188523568,0.8946653257117667,496.0,1060.0,158.0,336.0,286.0
414,18.0,17.0,15.0,24.6000003814697,91.0,1.0,0.08,0.012394383117309374,12736397.699999953,11650000.0,92.641,739.0,20771.0,0.07323943831173095,480.0,0.0671549327922888,102.0,123.0,248.0
415,11.0,11.0,9.0,13.25,293.0,1.0,0.14,0.014589883564370135,7659746.189999993,7500000.0,184.139,598.0,15935.0,0.12745898835643704,390.0,0.11617207787723036,107.0,197.0,219.0
416,12.0,3.0,11.0,11.4899997711182,92.0,1.0,1.7889040247678045,0.0043540380024049185,14853453.12999999,14600000.0,243.491,411.0,11737.0,0.9004354038002406,275.0,0.8108272672204571,66.0,133.0,289.0
417,16.5,20.0,18.0,16.58,103.0,1.0,-322.55,0.02877508481350393,12087036.639999993,11900000.0,210.677,568.0,15773.0,-32.22910242366784,349.0,-61.261192181301055,101.0,124.0,197.0
418,14.0,16.0,14.0,319.999938964844,80.0,1.0,-22.4,0.029424861508276945,7141189.699999994,7000000.0,1.138,283.0,-4.232165862178294,-2.21351762464255,174.0,418.0,34.0,83.0,64.0
419,22.0,20.0,18.0,26.0,92.0,1.0,0.77,0.006842770621949718,27822639.329999987,27500000.0,165.001,446.0,10562.0,0.693684277062195,266.0,0.6250001264181705,54.0,75.0,75.0
420,12.0,14.0,12.0,12.6000003814697,145.0,1.0,0.11,0.011457396454871963,11865497.77999999,11672000.0,225.768,435.0,0.09127690532642568,0.1001457396454872,257.0,598.0,80.0,134.0,117.0
421,15.0,14.0,12.0,16.6000003814697,65.0,1.0,-0.86,-0.001870803276098693,7270799.7099999925,7100000.0,500.45996229508165,245.0,-0.1649153506536399,-0.08768372294848881,155.0,369.0,26.0,64.0,76.0
422,14.0,12.0,10.0,17.6900005340576,112.0,1.0,-0.46,0.0039523620200359166,7202284.799999991,7000000.0,237.331,382.0,-0.0841985867637709,-0.04244287418196767,232.0,471.0,45.0,99.0,93.0
423,8.0,12.0,10.0,1159.20056152344,70.0,1.0,-149.4525363751635,-0.08287206810309786,3085684.6599999964,3000000.0,9.168,358.0,8862.0,-78.69848486129278,199.0,388.0,51.0,57.0,106.0
424,22.0,22.5,20.5,25.2999992370605,108.0,1.0,2.81,-0.03087689769993485,40476214.34999998,40000000.0,273.623,443.0,11662.0,0.8969123102300065,282.0,0.8041333894370124,113.0,131.0,183.0
425,14.0,21.0,18.0,14.0,112.0,1.0,-0.7,0.050248012316791976,36152514.9999999,34000000.0,-0.09229911002339847,961.0,30032.0,-0.0247767889148872,685.0,1437.0,185.0,679.0,197.0
426,14.0,16.0,14.0,13.25,578.0,1.0,-9.66,-0.03497935148670359,10147922.929999992,10000000.0,133.839,706.0,-1.8637332747042294,-0.997481416338033,437.0,901.0,37.0,156.0,169.0
427,10.0,12.0,11.0,11.7600002288818,100.0,1.0,-1.01,0.007191348327184309,5646915.209999994,5500000.0,1.885,388.0,-0.18607500785498066,-0.0945277865055341,256.0,498.0,52.0,100.0,84.0
428,12.0,11.0,9.0,17.39,119.0,1.0,-0.25,0.030329681116254243,9466310.78999998,9000000.0,53.851,581.0,-0.02293295829583405,0.002296713004628824,369.0,734.0,89.0,120.0,155.0
429,14.0,15.0,13.0,14.8800001144409,105.0,1.0,-0.16,0.04882583331660598,42502152.94999998,42000000.0,37.755,517.0,15950.0,0.027943249984945382,359.0,0.009148924986450847,73.0,188.0,187.0
430,8.0,10.0,8.0,54.6,206.0,0.0,-5.6,0.017130780284440303,3108992.0899999966,3025000.0,2.584,418.0,11971.0,-0.5599999999999998,287.0,-1.0639999999999996,60.0,140.0,136.0
431,19.0,21.0,19.0,0.8158767671345342,16.0,1.0,1.7889040247678045,0.03093035333965312,10750315.79,10750000.0,500.45996229508165,211.0,5205.0,0.9030930353339653,123.0,224.0,20.0,39.0,82.0
432,9.0,10.0,9.0,8.75,214.0,1.0,-6.91,0.03128352766228791,3165369.229999998,3125000.0,52.244,296.0,-1.2875603425935465,-0.6628448251039407,178.0,329.0,22.0,52.0,91.0
433,13.0,14.0,12.0,21.4099998474121,121.0,1.0,-0.06,-0.019500882747040826,7869377.569999992,7692308.0,33.28,548.0,18109.0,-0.023550794472336743,363.0,-0.027195715025103068,88.0,186.0,159.0
434,12.0,15.0,13.0,8.09000015258789,139.0,0.0,-1.51,0.036866889518440776,2669999.9999999925,2500000.0,10.68,332.0,9631.0,-0.15099999999999997,233.0,-0.28689999999999993,40.0,65.0,91.0
435,10.0,12.0,10.0,8.72999954223633,638.0,1.0,-1.12,0.0012337806712595888,6964675.799999994,6820000.0,1.17,518.0,-0.2118006376562797,-0.11088959739586636,309.0,807.0,107.0,116.0,177.0
436,11.0,15.0,13.0,10.1000003814697,92.0,1.0,0.41,-0.0173493970743838,5514491.829999993,5350000.0,64.941,649.0,0.3288036145558671,0.3672650602925616,360.0,815.0,95.0,196.0,189.0
437,10.0,17.0,15.0,10.0299997329712,93.0,1.0,-1.94,0.00895365761153808,3546288.7099999953,3437500.0,27.499,398.0,10639.0,-0.1859417081496157,242.0,-0.3613475373346541,53.0,81.0,98.0
438,12.0,17.0,15.0,14.2700004577637,85.0,1.0,0.26,0.04882583331660598,9460714.98999998,9000000.0,75.517,422.0,14868.0,0.2388825833316606,321.0,0.21987690833015514,47.0,76.0,110.0
439,17.5,15.5,13.5,19.6000003814697,120.0,1.0,-0.55,0.03306440470784555,5393073.069999992,5200000.0,37.076,373.0,10201.0,-0.025242035762938996,227.0,-0.07771783218664509,56.0,75.0,210.0
440,7.0,9.0,8.0,8.5,92.0,1.0,-0.55,0.012946018279928658,7147476.589999993,7000000.0,0.933,266.0,7166.0,-0.0433485835480642,162.0,-0.09401372519325778,57.0,59.0,98.0
441,20.0,22.0,20.0,178.399963378906,163.0,1.0,-70.0,0.03093035333965312,5051772.189999998,5000000.0,1.748,286.0,9924.0,-6.972162681994311,212.0,-13.27494641379488,58.0,124.0,138.0
442,15.0,15.0,13.0,17.3999996185303,111.0,1.0,-0.49,0.018573387615092914,17360408.18999998,16909375.0,151.691,381.0,-0.07805555603177472,-0.03228395114641636,271.0,484.0,62.0,108.0,110.0
443,15.0,17.0,15.0,15.6700000762939,113.0,1.0,0.66,0.03753148264365503,6493749.95999999,6250000.0,119.44,593.0,18302.0,0.5977531482643655,409.0,0.5417309817022945,77.0,117.0,164.0
444,11.0,14.0,12.0,7.75,175.0,1.0,0.89,-0.010683512670571821,9501533.179999989,9230800.0,13.427,558.0,17240.0,0.7999316487329429,399.0,0.7188701325925915,74.0,159.0,189.0
445,12.0,13.0,11.0,13.0,128.0,1.0,-10.6,0.03619158726309408,7188602.699999992,7000000.0,0.088,246.0,6803.0,-1.027427571463215,154.0,-1.9846848143168934,43.0,46.0,116.0
446,11.0,13.0,11.0,11.0,84.0,0.0,-0.96,0.024346162290600812,3736394.39999999,3500000.0,3.97,328.0,8402.0,-0.09599999999999997,204.0,-0.18239999999999995,62.0,43.0,109.0
447,19.0,19.0,17.0,22.1599998474121,88.0,1.0,2.46,0.008901471474528345,25029129.999999996,25000000.0,0.8116912795801604,572.0,14802.0,0.9008901471474529,367.0,679.0,88.0,138.0,146.0
448,15.0,18.0,16.0,14.5,71.0,1.0,-1.76,0.036830796877746964,34489125.259999976,34000000.0,752.0,631.0,-0.3045670545290249,-0.1428522828100277,401.0,1005.0,99.0,171.0,222.0
449,16.0,9.0,7.0,17.4200000762939,124.0,1.0,-0.1,-0.02888526608696547,16134436.919999938,14684000.0,5.189,490.0,13637.0,-0.035996739478268924,333.0,-0.042397065530442035,75.0,80.0,171.0
450,18.0,21.0,19.0,17.3500003814697,87.0,1.0,-0.64,-0.017606702228987723,50725806.22999997,50000000.0,827.07,1095.0,29425.0,-0.07984603200608895,668.0,-0.13586142880548002,105.0,435.0,382.0
451,42.0,40.0,38.0,53.1300010681152,105.0,1.0,-0.19,0.04109396667393358,6804014.439999974,6200000.0,118.597,522.0,15148.0,0.017984570006540225,351.0,-0.002813886994113793,81.0,141.0,181.0
452,14.0,13.0,11.0,4.57999992370605,94.0,1.0,0.4,-0.06729617762554349,8025156.999999978,7500000.0,208.617,493.0,14045.0,0.35327038223744567,350.0,0.31121372625114674,49.0,88.0,114.0
453,10.0,14.0,12.0,10.75,108.0,1.0,0.01,-0.04827221695211025,15896547.97999998,15400000.0,390.088,508.0,-0.0010717212209009441,0.004172778304788977,381.0,741.0,117.0,125.0,148.0
454,16.0,16.0,14.0,17.75,197.0,1.0,1.7889040247678045,0.0027305272904325772,28219999.999999993,28000000.0,87.92,625.0,0.8105188001851822,0.9002730527290432,369.0,510.0,79.0,110.0,83.0
455,7.0,16.0,14.0,7.01999998092651,94.0,0.0,-1.58,0.0066801557600190105,6112328.759999995,6000000.0,14.562,518.0,18297.0,-0.15799999999999997,378.0,-0.30019999999999997,86.0,176.0,119.0
456,23.0,21.0,19.0,54.7999992370605,105.0,1.0,0.11,0.03576920961214603,52962484.60999987,50000000.0,0.09589614982630776,887.0,21357.0,0.10257692096121461,494.0,1073.0,89.0,183.0,239.0
457,14.0,16.0,14.0,14.36,100.0,1.0,0.53,0.053257908057799265,13683328.639999991,13500000.0,356.697,519.0,0.43941900253098193,0.48232579080578,288.0,684.0,48.0,115.0,139.0
458,9.0,14.0,12.0,10.6000003814697,38.0,1.0,0.27,0.027323200181012516,9361489.859999985,9000000.0,162.974,275.0,0.2238914080343924,0.24573232001810127,203.0,348.0,52.0,118.0,102.0
459,7.5,10.0,8.0,9.35000038146973,122.0,1.0,-4.23,-0.0514494247729166,5514569.359999988,5250000.0,62.025,503.0,13017.0,-0.4693044822956249,294.0,-0.8453740340660623,55.0,124.0,150.0
460,14.0,18.0,16.0,15.5,107.0,1.0,0.32,-0.022729584801688796,8981023.829999994,8823529.0,332.813,441.0,0.25488137888767914,0.28572704151983114,288.0,499.0,67.0,96.0,89.0
461,14.0,16.0,14.0,14.0,77.0,1.0,-57.8,0.00693492115391497,6179292.229999993,6000000.0,4.735,217.0,4882.0,-5.773758570961475,124.0,-10.976382713865327,15.0,30.0,48.0
462,9.0,12.0,10.0,8.59000015258789,145.0,1.0,-0.6,0.00665261116999354,4001783.009999989,3750000.0,19.937,431.0,-0.1086113849523052,-0.054012649947005796,223.0,504.0,39.0,121.0,119.0
463,11.25,11.75,11.25,11.289999961853,96.0,1.0,0.46,-0.030450897308127382,10112562.529999994,10000000.0,174.342,391.0,0.3668143295114558,0.4109549102691873,255.0,547.0,58.0,102.0,194.0
464,17.0,17.0,15.0,18.4400005340576,134.0,0.0,1.83,0.005649853106774685,8788667.539999995,8700000.0,333.408,466.0,0.004576381016487495,0.005084867796097217,205.0,412.0,49.0,85.0,77.0
465,11.0,14.0,12.0,11.789999961853,165.0,1.0,-1.71,-0.012548144912838632,3976793.9499999946,3850000.0,7.881,353.0,9198.0,-0.18229333042155474,206.0,-0.33506399737939924,59.0,110.0,90.0
466,15.0,16.0,14.0,15.960000038147,90.0,1.0,-1.4,0.00665261116999354,7879332.369999993,7700000.0,3.663,298.0,7838.0,-0.13401264994700576,170.0,-0.2606113849523052,47.0,72.0,82.0
467,19.0,22.0,20.0,18.0300006866455,106.0,1.0,-0.73,0.021872903944552987,15253069.279999988,15000000.0,479.677,523.0,-0.12098294780491205,-0.053314386449902294,337.0,773.0,98.0,182.0,176.0
468,19.0,18.0,16.0,21.0,157.0,1.0,0.83,0.047434548648868174,6158490.719999993,6000000.0,289.997,334.0,0.6813125642432849,0.7517434548648868,207.0,442.0,56.0,82.0,132.0
469,16.0,9.11,9.11,144.99997,67.0,1.0,0.14,-0.045154848496691075,10435874.439999994,10300000.0,4.729,369.0,0.10482057878562873,0.12148451515033093,231.0,362.0,40.0,67.0,83.0
470,16.0,15.0,13.0,29.0,214.0,1.0,0.78,0.03382320623002174,4488877.079999992,4300000.0,98.939,362.0,0.6382264091837041,0.7053823206230022,223.0,492.0,58.0,78.0,153.0
471,12.0,13.0,11.0,12.9499998092651,238.0,0.0,-0.63,0.04541489706610886,8440238.539999995,8333333.0,46.981,380.0,-0.11969999999999997,-0.06299999999999999,259.0,488.0,54.0,82.0,104.0
472,18.0,19.0,17.0,17.9500007629395,177.0,1.0,0.36,0.029424861508276945,9340340.419999987,9000000.0,228.268,694.0,17383.0,0.3269424861508277,406.0,0.2971907236865727,98.0,147.0,213.0
473,15.75,12.0,10.0,14.0,61.0,0.0,-0.25,0.00684137614730739,2706103.379999997,2641207.0,59.276,466.0,-0.04749999999999999,-0.024999999999999994,291.0,554.0,47.0,76.0,140.0
474,19.0,18.0,16.0,19.0300006866455,293.0,1.0,0.21,0.04752158094846331,4624786.999999994,4500000.0,175.482,505.0,14582.0,0.19375215809484633,340.0,0.17912910038020805,82.0,115.0,187.0
475,10.0,12.0,10.0,11.8999996185303,99.0,1.0,1.7889040247678045,0.012946018279928658,10198329.26999999,10000000.0,500.45996229508165,355.0,0.8124597434731865,0.9012946018279929,202.0,527.0,35.0,86.0,133.0
476,15.0,16.0,14.0,13.0,86.0,0.0,-0.02,-0.00900122191999983,4404268.339999997,4334000.0,70.245,329.0,-0.011090989755199862,-0.010101099727999847,213.0,393.0,34.0,82.0,104.0
477,14.0,16.0,14.0,14.710000038147,628.0,1.0,-0.32,0.02181132592841911,5668840.969999993,5500000.0,107.771,531.0,-0.04313282599798051,-0.012369806664422795,326.0,764.0,73.0,136.0,179.0
478,7.0,12.0,10.0,6.5,144.0,0.0,0.67,0.006072283079279064,6923409.509999996,6818182.0,30.013,483.0,12658.0,0.0,0.0,0.0,67.0,161.0,152.0
479,11.0,12.0,10.0,25.6250019073486,71.0,0.0,-0.25,-0.032698903758153694,2072342.699999997,2000000.0,-0.07398611204410449,177.0,3271.0,-0.05442901338233832,70.0,168.0,17.0,23.0,41.0
480,15.0,15.0,13.0,18.0,87.0,1.0,-6.64,-0.03023471691106464,4392817.529999994,4250000.0,34.12,363.0,-1.286090120697962,-0.691211245219958,196.0,351.0,61.0,76.0,80.0
481,10.0,9.5,8.5,12.8000001907349,106.0,1.0,0.09,0.012058316862300132,11837575.939999973,11200000.0,157.359,493.0,14676.0,0.08220583168623001,359.0,0.07519108020383702,125.0,93.0,182.0
482,17.0,17.0,15.0,18.7509994506836,70.0,1.0,-7.19,0.035379568806444515,7110123.109999996,7000000.0,516.538,292.0,-1.3374425492667799,-0.6871583880741998,203.0,488.0,40.0,137.0,78.0
483,12.0,13.0,11.0,14.1599998474121,112.0,1.0,0.07,0.0036730017281200976,7799759.73999999,7575000.0,76.212,443.0,13349.0,0.06336730017281203,318.0,0.057397870328342836,73.0,114.0,171.0
484,15.0,19.0,17.0,15.0,84.0,1.0,0.38,-0.05411991916838179,10349125.969999984,10000000.0,260.527,-0.010282784641992539,-0.005411991916838178,0.0,387.0,742.0,59.0,160.0,170.0
485,12.0,13.0,11.0,11.31,16.0,1.0,0.9199999999999999,0.030478263714888373,13725000.659999982,13333334.0,326.113,581.0,17651.0,0.8310478263714888,429.0,0.7509908701058288,122.0,128.0,185.0
486,15.0,18.0,16.0,13.75,77.0,1.0,0.3,0.005264090092373582,22323469.29999999,22000000.0,508.466,463.0,0.24400017711755098,0.27052640900923736,329.0,592.0,92.0,204.0,90.0
487,12.0,13.0,11.0,12.2,126.0,1.0,-0.2,0.016412267563570677,6387777.109999994,6250000.0,839.002,764.0,-0.024706063273507745,-0.005228959192786388,413.0,942.0,74.0,138.0,196.0
488,19.0,18.0,16.0,21.0300006866455,20.0,1.0,-3.76,-0.013320562632980728,8540326.999999998,8500000.0,482.18,529.0,-0.7251896557327142,-0.3879885063696825,354.0,723.0,90.0,184.0,222.0
489,14.0,14.0,12.0,17.5,72.0,1.0,-0.4,-0.06729617762554349,6825396.3699999945,6700000.0,20.752,421.0,-0.1305099038766902,-0.10056655986298914,256.0,463.0,53.0,157.0,139.0
490,3.5,15.481190476190477,13.515044642857143,25.93476614935861,149.72878787878787,0.8590909090909091,1.7889040247678045,0.007282201411438542,1236999.9999999786,737000.0,500.45996229508165,322.0,0.6972472546318097,0.773910038322962,230.0,410.0,61.0,92.0,91.0
491,10.0,16.0,14.0,100.999977111816,84.0,1.0,-2.18,-0.022729584801688796,4719264.969999991,4500000.0,0.441,516.0,13187.0,-0.2384566263215199,305.0,-0.4326109636893679,85.0,137.0,187.0
492,14.0,16.0,12.0,14.55,104.0,0.0,-53.04,-0.012915449239152613,2263045.6799999974,2200000.0,55.778,310.0,-10.08806151388371,-5.315623904315236,124.0,312.0,28.0,62.0,101.0
493,10.0,15.0,13.0,10.1000003814697,185.0,1.0,3.1,0.06003589948138698,7414509.42999999,7200000.0,824.031,862.0,0.8214068209014634,0.9060035899481387,561.0,977.0,100.0,175.0,232.0
494,8.0,11.0,9.0,8.1899995803833,65.0,1.0,-0.44,-0.03904801439802518,4112512.249999995,4000000.0,4.854,407.0,11124.0,-0.07914321295822266,272.0,-0.11522889166240038,53.0,98.0,111.0
495,11.0,13.0,11.0,10.1300001144409,89.0,0.0,0.12,-0.002117746190072883,9811947.01999999,9600000.0,44.672,440.0,11841.0,-0.00021177461900728824,264.0,-0.00040237177611384767,58.0,120.0,159.0
496,4.0,12.0,10.0,25.93476614935861,149.72878787878787,0.8590909090909091,13.789,0.007282201411438542,11478803.92999999,11250000.0,13.789,344.0,11091.0,0.773910038322962,258.0,0.6972472546318097,129.0,87.0,154.0
497,12.0,12.0,10.0,281.99985,122.0,1.0,-0.62,0.03557985361183929,8733595.689999986,8400000.0,0.39,342.0,-0.08898031857441015,-0.029978131749344626,208.0,361.0,28.0,58.0,75.0
498,15.0,15.0,13.0,12.25,42.0,1.0,0.06,-0.048669477410061925,9052857.929999972,8400000.0,120.023,400.0,11240.0,0.04913305225899381,257.0,0.039352799292088236,47.0,77.0,113.0
499,16.0,15.0,13.0,19.5100002288818,98.0,1.0,-0.33,0.012058316862300132,12851383.739999983,12500000.0,39.675,629.0,15904.0,-0.022147514823929876,364.0,-0.05293276334153688,104.0,139.0,227.0
500,13.0,19.0,17.0,14.9799995422363,149.0,1.0,0.44,-0.08545458841445729,4396383.17999999,4166667.0,203.117,513.0,14793.0,0.38745454115855427,345.0,0.3401636282012531,76.0,133.0,159.0
501,8.5,12.0,10.0,9.0,65.0,1.0,1.07,0.04946365377677967,19438236.949999988,19181818.0,0.904946365377678,458.0,12365.0,0.8193980942175882,305.0,674.0,105.0,116.0,124.0
502,12.0,16.0,14.0,12.5500001907349,75.0,1.0,-1.37,0.0552387875374565,5095446.089999995,5000000.0,80.936,356.0,-0.21555658209466022,-0.08728509121628913,230.0,447.0,41.0,128.0,99.0
503,4.0,5.0,4.0,25.93476614935861,149.72878787878787,0.8590909090909091,710.216,0.007282201411438542,4528107.389999999,4500000.0,710.216,199.0,0.6972472546318097,0.773910038322962,95.0,249.0,27.0,56.0,26.0
504,7.0,11.0,9.0,7.0,87.0,1.0,-0.19,-0.02780558531861782,6521858.89999999,6300000.0,35.879,323.0,-0.05862252410808042,-0.04402502678675603,210.0,352.0,38.0,49.0,64.0
505,20.0,26.0,23.0,20.0,187.0,1.0,-3.12,-0.03451192281812179,20911258.38999998,20408163.0,1743.5,1272.0,-0.6207546574826786,-0.34306073053630953,767.0,1911.0,283.0,540.0,340.0
506,14.5,16.0,14.0,15.2700004577637,91.0,1.0,0.04,-0.006455284788673374,9349800.279999997,9288000.0,187.331,548.0,14038.0,0.03535447152113267,337.0,0.03117349589015207,107.0,92.0,177.0
507,7.0,8.5,7.5,439.200439453125,179.0,1.0,-40.8,0.014618490285938526,3825102.9799999967,3750000.0,500.45996229508165,220.0,-7.740159022868388,-4.066843358742655,153.0,421.0,45.0,48.0,77.0
508,9.0,10.0,8.0,9.0,189.0,0.0,-1.47,0.027548650055080844,3585035.3899999964,3500000.0,10.705,445.0,12478.0,-0.14699999999999996,261.0,-0.27929999999999994,72.0,138.0,136.0
509,11.0,15.0,13.0,14.5200004577637,105.0,1.0,0.48,-0.01814470284943303,12800054.039999979,12300000.0,140.902,606.0,17716.0,0.4301855297150567,396.0,0.38535250645860775,86.0,111.0,208.0
510,22.0,25.0,23.0,19.0,99.0,1.0,1.78,0.011443570738132758,21656475.579999965,20833333.0,0.9011443570738134,362.0,9770.0,0.8121742784402454,224.0,444.0,44.0,72.0,80.0
511,12.5,13.0,11.0,5.03,22.0,1.0,0.25,0.023764668193491798,3928722.9999999944,3800000.0,31.311,385.0,0.20701528695676347,0.2273764668193492,251.0,471.0,33.0,64.0,108.0
512,14.0,16.0,14.0,13.75,658.0,1.0,0.01,-0.03718971511231524,10790063.189999992,10600644.0,450.351,286.0,0.001033954128660107,0.005281028488768478,214.0,452.0,48.0,87.0,134.0
513,18.0,17.0,15.0,25.1200008392334,205.0,1.0,0.68,0.06424352039413395,6390645.309999994,6250000.0,209.38,682.0,0.5630062688748856,0.6184243520394135,406.0,808.0,75.0,121.0,160.0
514,19.0,18.0,16.0,24.2999992370605,64.0,1.0,0.38,-0.003981063940780011,6939389.249999993,6765437.0,296.887,348.0,11578.0,0.341601893605922,240.0,0.30704359785125185,63.0,72.0,135.0
515,9.75,8.5,7.0,7.65000009536743,154.0,1.0,-0.195,0.029658849885792867,9359637.009999976,8800000.0,22.941,421.0,10870.0,0.007192964897213584,257.0,-0.01302633159250777,38.0,64.0,103.0
516,15.0,15.0,13.0,51.07905,407.0,1.0,2.23,0.05647474671864434,77510728.15999989,75000000.0,0.9056474746718645,724.0,20228.0,0.8207302018765424,482.0,1069.0,119.0,378.0,263.0
517,12.0,16.0,14.0,11.55,251.0,1.0,1.01,-0.01910244342436604,16162246.679999977,15600000.0,781.265,571.0,0.8063705357493706,0.8980897556575634,374.0,792.0,111.0,204.0,145.0
518,19.0,22.0,20.0,18.8999996185303,13.0,1.0,3.88,0.015781590442152996,10444999.99999998,10000000.0,172.057,636.0,0.8129985021840092,0.9015781590442153,434.0,737.0,98.0,120.0,142.0
519,11.5,16.0,14.0,12.2600002288818,409.0,0.0,0.52,-0.05328217125439354,4129795.679999984,3750000.0,59.266,683.0,18691.0,-0.005328217125439352,445.0,-0.01012361253833477,119.0,179.0,132.0
520,7.0,9.0,7.0,7.23999977111816,25.0,1.0,-0.22,0.0062723650918384095,4586030.179999997,4500000.0,35.051,374.0,-0.036719384275610875,-0.016354871417345426,212.0,459.0,36.0,77.0,83.0
521,16.5,16.0,14.0,23.4699993133545,86.0,1.0,0.21,-0.008561623058511695,5520852.739999991,5300000.0,66.293,452.0,12371.0,0.18814383769414883,297.0,0.16847329161888278,37.0,95.0,139.0
522,8.0,15.0,13.0,11.789999961853,69.0,1.0,0.6,0.02303784218787018,12115794.989999974,11500000.0,59.551,819.0,27253.0,0.542303784218787,599.0,0.49037719001569535,118.0,202.0,287.0
523,17.0,16.0,14.0,19.0,134.0,1.0,-0.75,0.016234824406075828,11888067.09999999,11666667.0,111.831,583.0,-0.12934979223107856,-0.060388658034531736,325.0,766.0,82.0,242.0,128.0
524,10.0,13.0,11.0,10.0900001525879,427.0,1.0,0.14,0.06540829472830442,31260928.729999945,30000000.0,0.12582757599837788,507.0,13509.0,0.13254082947283047,321.0,667.0,46.0,153.0,171.0
525,8.0,10.0,9.0,8.18000030517578,308.0,1.0,-0.95,0.012283636076088008,5594805.719999997,5500000.0,25.509,404.0,-0.17055025477836866,-0.08394472753152077,242.0,511.0,52.0,89.0,110.0
526,15.0,15.0,13.0,15.5500001907349,92.0,1.0,1.23,0.050890498603735436,5978111.279999992,5800000.0,83.902,388.0,0.8196691947347097,0.9050890498603735,243.0,500.0,58.0,68.0,118.0
527,10.0,10.0,8.0,13.25,123.0,1.0,-0.65,-0.08128005421833344,11179538.069999984,10790000.0,32.57,494.0,16145.0,-0.1381520487965001,341.0,-0.18933684391685007,53.0,160.0,185.0
528,5.0,7.5,6.0,5.05000019073486,32.0,0.0,1.64,0.05035909206912913,1494280.559999993,1333333.0,67.874,311.0,0.040790864575994595,0.04532318286221622,211.0,384.0,67.0,60.0,118.0
529,15.0,13.0,11.0,19.7999992370605,78.0,1.0,-1.47,0.061566072144045254,10235698.04999999,10000000.0,30.917,331.0,-0.22943148156332327,-0.09159053507035923,175.0,377.0,50.0,72.0,85.0
