,I1,I2,I3,P(IPO),P(1Day),C1,C2,C3,C4,C6,C7,T5,S3,Y1,Y2,C3p,C5p,C6p,Pmid,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords
519,SCMP,"Sucampo Pharmaceuticals, Inc. ",2834,11.5,12.2600002288818,409.0,0.0,0.52,-0.05328217125439354,3750000.0,59.266000000000005,1098.0,132.0,1,1,1,11.1278848,0.0,15.0,0.6515373352855052,0.908458616446418,0.05874485046278958,0.006366700551067359,0.009576801669252582,0.00706222246000749
520,SCOP,Scopus Video Networks Ltd. ,3669,7.0,7.2399997711181605,25.0,1.0,-0.22,0.00627236509183841,4500000.0,35.051,459.0,83.0,1,1,0,2.9117817777777777,0.0,8.0,0.5668449197860963,0.9097768331562168,0.0487778958554729,0.0038257173219978747,0.00818278427205101,0.008820403825717322
521,SCOR,"COMSCORE, INC.",7389,16.5,23.469999313354503,86.0,1.0,0.21,-0.008561623058511695,5300000.0,66.293,682.0,139.0,0,1,1,5.167032830188679,10.0,15.0,0.6570796460176991,0.91932745938081,0.05512893056341444,0.0029908657343787892,0.007679249858540134,0.011235955056179775
522,SCTY,SOLARCITY CORP,4931,8.0,11.789999961853,69.0,1.0,0.6,0.02303784218787018,11500000.0,59.551,1288.0,287.0,1,1,1,6.3547390434782605,0.0,14.0,0.7313797313797313,0.8662532565222177,0.047260852016291786,0.004329798554287601,0.007412028033610979,0.010530950721021538
523,SDXC,"Switch & Data Facilities Company, Inc.",4813,17.0,19.0,134.0,1.0,-0.75,0.016234824406075828,11666667.0,111.831,766.0,128.0,0,1,0,2.8977150886367116,13.333333333333334,15.0,0.5574614065180102,0.8918176051871168,0.05398548171118472,0.005779124674043273,0.01705546550144478,0.009021072661921207
524,SEM,SELECT MEDICAL HOLDINGS CORP,8060,10.0,10.0900001525879,427.0,1.0,0.14,0.06540829472830442,30000000.0,2153.362,667.0,171.0,1,1,1,5.203095766666666,0.0,12.0,0.6331360946745562,0.9002886964246058,0.049374491080020726,0.0034051373158634985,0.011325782811459028,0.012658227848101266
525,SENO,SENORX INC,3841,8.0,8.18000030517578,308.0,1.0,-0.95,0.012283636076088008,5500000.0,25.509,511.0,110.0,1,1,0,2.7237403636363635,0.0,9.5,0.599009900990099,0.8867814979678731,0.04944842268240759,0.005031933423650087,0.008612347590478034,0.01064447455002903
526,SFLY,SHUTTERFLY INC,7384,15.0,15.5500001907349,92.0,1.0,1.23,0.050890498603735436,5800000.0,83.902,500.0,118.0,0,1,1,4.070884137931034,7.142857142857143,14.0,0.6262886597938144,0.8881817291687065,0.04895721139723881,0.0056790365220797025,0.006658180750024479,0.01155390188974836
527,SFSF,"SuccessFactors, Inc.",7372,10.0,13.25,123.0,1.0,-0.65,-0.08128005421833344,10790000.0,32.57,840.0,185.0,0,1,0,4.610176737720111,11.11111111111111,9.0,0.6902834008097166,0.8626819448745742,0.052028491793124805,0.003282750077423351,0.009910188912976153,0.011458655930628678
528,SGOC,"SGOCO Group, Ltd. ",3663,5.0,5.050000190734861,32.0,0.0,1.64,0.050359092069129134,1333333.0,67.874,384.0,118.0,1,1,1,13.071070017767504,0.0,6.75,0.6784565916398714,0.8975715316181775,0.0461649434960327,0.008054820870401538,0.0072132724212551095,0.014186102428468381
529,SGTL,"SigmaTel, LLC",3674,15.0,19.7999992370605,78.0,1.0,-1.47,0.06156607214404525,10000000.0,30.916999999999998,377.0,85.0,0,1,0,3.3569805,25.0,12.0,0.5287009063444109,0.8964825464758593,0.050421291962016855,0.006687174000267487,0.009629530560385182,0.011368195800454728
530,SGXP,"SGX PHARMACEUTICALS, INC.",2834,6.0,6.0,152.0,1.0,-4.02,-0.0042573398548124385,4000000.0,21.636,477.0,107.0,1,0,0,3.550119,0.0,12.0,0.6287625418060201,0.9006042668639783,0.058823529411764705,0.00863238377111851,0.009742261684548033,0.013195215192995437
531,SHMR,Shamir Optical Industry Ltd.,3851,14.0,16.0,28.0,1.0,0.7,-0.001972269214104449,4000000.0,71.26899999999999,479.0,110.0,0,1,1,4.027833,0.0,14.0,0.5688775510204082,0.8915752476302056,0.05101714772606241,0.004047289381190755,0.0067099797635530945,0.011715837682394292
532,SHO,"Sunstone Hotel Investors, Inc. ",7011,17.0,17.0,111.0,1.0,-0.71,0.019104791635377056,21294737.0,460.702,577.0,102.0,1,0,0,0.8975248672946747,0.0,19.0,0.5314533622559653,0.9201152184349496,0.055400864138262125,0.005472875660105617,0.01603456553048488,0.009793566970715314
533,SHOR,ShoreTel Inc ,3661,9.5,12.1499996185303,141.0,1.0,0.1,0.024439700422253696,7900000.0,61.608000000000004,785.0,149.0,0,1,1,5.222267848101266,0.0,9.5,0.5703971119133574,0.8545244067142581,0.05048556177246125,0.004116020322850344,0.008232040645700689,0.009582609814135957
534,SIRF,SIRF TECHNOLOGY HOLDINGS INC,3812,12.0,15.3000001907349,72.0,1.0,0.45,0.0009722257328841359,11000000.0,73.14699999999999,451.0,132.0,0,1,1,3.9858962727272726,9.090909090909092,11.0,0.4881656804733728,0.9180415114422565,0.060005321979776476,0.003459286854709952,0.01077700904736562,0.017562533262373604
535,SIRT,"Sirtris Pharmaceuticals, Inc.",2834,10.0,10.7600002288818,83.0,1.0,-0.62,0.011443570738132758,6000000.0,500.4599622950817,455.0,110.0,0,1,0,4.631519,0.0,10.0,0.5794392523364486,0.9036028437161103,0.05482588263646222,0.003614893360645861,0.00771177250271117,0.013254608989034824
536,SLCA,"U.S. SILICA HOLDINGS, INC. ",1446,17.0,16.0,198.0,1.0,0.57,0.03966555078328324,11764705.0,295.596,611.0,132.0,0,0,1,0.7500000212500016,0.0,17.0,0.7103064066852368,0.8809024134312696,0.05342777194823365,0.005246589716684155,0.011105281566981462,0.011542497376705142
537,SLRY,"SALARY. COM, INC.",7372,10.5,12.5,94.0,1.0,-0.24,0.018573387615092914,5700000.0,15.299000000000001,597.0,112.0,0,1,0,2.6341363157894735,16.666666666666668,9.0,0.6109785202863962,0.9023951017468035,0.05375472717450027,0.0035116153430578066,0.008373851971907077,0.010084638933909599
538,SMA,Symmetry Medical Inc. ,3842,15.0,18.6000003814697,195.0,1.0,0.19,0.02059574803800171,8000000.0,122.029,417.0,123.0,0,1,1,3.981679,7.142857142857143,14.0,0.5322128851540616,0.8805558883431173,0.04995806876722176,0.003594105666706601,0.007308014855636756,0.014735833233497064
539,SMBI,SYMBION INC/TN,8011,15.0,18.6299991607666,81.0,1.0,1.66,-0.041772564583075635,7200000.0,176.269,434.0,74.0,0,1,1,2.722966388888889,7.142857142857143,14.0,0.5699745547073791,0.8781389916293556,0.042242554019855945,0.003893322951138797,0.011582635779637921,0.007202647459606774
540,SMCI,"Super Micro Computer, Inc. ",3571,8.0,8.76000022888184,147.0,1.0,0.59,0.012283636076088008,8000000.0,302.541,616.0,134.0,1,1,1,3.577903625,0.0,10.5,0.578838174273859,0.8740313272877164,0.05078318219291014,0.0028854080791426216,0.008656224237427864,0.011046990931574609
541,SN,Sanchez Energy Corp,1311,22.0,18.25,104.0,0.0,0.08,0.026934693199931203,10000000.0,4.553,474.0,164.0,1,0,1,3.3,0.0,25.0,0.7066246056782335,0.9235836627140975,0.05204216073781291,0.003184014053579271,0.012077294685990338,0.018006148440931048
542,SNCR,SYNCHRONOSS TECHNOLOGIES INC ,7371,8.0,8.85000038146973,107.0,1.0,0.52,-0.03722228311578906,7066054.0,54.218,483.0,92.0,1,1,1,3.4517136438527074,0.0,10.0,0.5741758241758241,0.8984557271414287,0.05366070436618153,0.004443950672147539,0.005443839573380735,0.01022108654593934
543,SNMX,SENOMYX INC,8731,6.0,6.75,85.0,1.0,-10.03,-0.005204730567745611,6000000.0,9.537,454.0,79.0,1,1,0,4.112966833333333,0.0,6.5,0.6264591439688716,0.8883004333172846,0.07286149895682877,0.012839030653185684,0.005617075910768737,0.012678542770020864
544,SNTA,"MADRIGAL PHARMACEUTICALS, INC.",2834,10.0,9.09000015258789,76.0,1.0,1.7889040247678043,-0.013881475176053431,5000000.0,500.4599622950817,624.0,125.0,1,0,1,6.7634868,0.0,15.0,0.6291208791208791,0.915289848152039,0.0595931620666603,0.0051571005634609875,0.008499665743481998,0.011937732785789324
545,SOLR,GT Advanced Technologies Inc.,3674,16.5,14.59,455.0,1.0,-0.13,0.04333038842412912,30300000.0,60.119,727.0,151.0,0,0,0,4.699339735973598,0.0,16.5,0.5508021390374331,0.8927606107093287,0.05310833515961721,0.0067207246694426185,0.00642851924903207,0.01103075462049821
546,SOMX,"Pernix Sleep, Inc.",2834,11.0,85.6800003051758,69.0,1.0,-38.08,-0.0012710755751127554,5000000.0,500.4599622950817,231.0,40.0,0,1,0,3.60526,0.0,11.0,0.6037735849056604,0.9154525913541915,0.05517076665870552,0.0059708621925005975,0.007403869118700741,0.009553379508000955
547,SPLK,SPLUNK INC ,7372,17.0,35.47999954223629,98.0,1.0,-0.04,-0.01738198221030019,13500000.0,66.245,654.0,139.0,0,1,0,6.854065111111111,41.666666666666664,12.0,0.6223776223776224,0.9279686301253091,0.05574972295626971,0.006052339953968118,0.007757224448043645,0.011848947233824908
548,SPWR,SUNPOWER CORP,3674,18.0,25.4500007629395,84.0,1.0,-0.77,0.0656009535043914,7700000.0,10.885,680.0,154.0,0,1,0,7.767524545454545,5.882352941176471,17.0,0.6129707112970711,0.9143212951432129,0.05645496056454961,0.00448318804483188,0.009879618098796181,0.012785388127853882
549,SQI,SCIQUEST INC,7372,9.5,12.270000457763699,182.0,0.0,1.2,0.05794376554974497,6000000.0,36.179,766.0,168.0,1,1,1,3.388748166666667,0.0,10.5,0.5845648604269293,0.9097749280293117,0.05011777021722062,0.0041219576027218,0.008309343103899502,0.010991886940591469
550,SREV,"SERVICESOURCE INTERNATIONAL, INC.",7380,10.0,12.1800003051758,95.0,1.0,-0.04,-0.019044127622350648,11940133.0,152.935,986.0,197.0,0,1,0,5.486232272287085,21.21212121212121,8.25,0.6410256410256411,0.9296860544007894,0.06081539505335225,0.008141614753592796,0.007031394559921051,0.012150743230740764
551,SRVY,GREENFIELD ONLINE INC ,8742,13.0,18.7000007629395,95.0,1.0,0.07,-0.05049199702518034,5000000.0,25.868000000000002,501.0,125.0,1,1,1,3.2927126,0.0,14.0,0.6503667481662592,0.8995872132091773,0.048094460977248725,0.00671978496688106,0.009215705097436883,0.011999616012287606
552,SSNC,SS&C Technologies Holdings Inc,7372,15.0,15.0799999237061,93.0,1.0,0.31,0.021450493087717768,10725000.0,270.915,827.0,173.0,0,1,1,6.45139655011655,7.142857142857143,14.0,0.7052401746724891,0.9000356506238859,0.05896613190730838,0.0072014260249554365,0.008128342245989306,0.012335115864527629
553,SSNI,SILVER SPRING NETWORKS INC,3576,17.0,22.0,615.0,1.0,-1.97,0.025172540125549817,4750000.0,196.737,1121.0,236.0,0,1,0,9.557591789473685,0.0,17.0,0.6320346320346321,0.9226951421266356,0.05619892715696596,0.006216473655186244,0.009876171855416855,0.011831353085677045
554,SSTK,"Shutterstock, Inc.",7389,17.0,21.6599998474121,150.0,1.0,0.66,-0.03990318894493307,4500000.0,120.271,932.0,179.0,0,1,1,7.297395777777778,21.428571428571427,14.0,0.6351575456053068,0.9185677158533064,0.053826162287034365,0.005659832515160266,0.007450187698527289,0.01033785734911926
555,ST,Sensata Technologies Holding N.V.,3823,18.0,18.5,106.0,1.0,-0.16,0.04741091501124065,31600000.0,1134.944,1279.0,320.0,1,1,0,5.4164359810126586,0.0,19.0,0.669576059850374,0.9051378227494766,0.055783321702721565,0.005931612002791347,0.012430216329378926,0.013956734124214934
556,STAK,ENTORIAN TECHNOLOGIES INC,3674,13.0,178.56,72.0,1.0,1.08,-0.041772564583075635,10000000.0,71.355,627.0,134.0,0,1,1,5.0377395,8.333333333333334,12.0,0.5621890547263682,0.9059164853383069,0.06496736089524402,0.005595275101025801,0.007563983006942286,0.01388457154698995
557,STAR,"STARENT NETWORKS, CORP.",3663,12.0,14.01,92.0,1.0,-0.62,-0.008561623058511695,10534841.0,81.061,742.0,166.0,0,1,0,5.924860375206422,20.0,10.0,0.6045694200351494,0.9169730842770996,0.05456684806589204,0.0033828504191792913,0.006103838799823504,0.012207677599647008
558,STNG,Scorpio Tankers Inc.,4412,13.0,12.5600004196167,42.0,1.0,-0.14,0.021450493087717768,12500000.0,38.798,357.0,93.0,1,0,0,0.44713176,0.0,15.0,0.5474452554744526,0.8952565146579805,0.03633957654723127,0.00376628664495114,0.008754071661237785,0.009466612377850164
559,STRI,"STR HOLDINGS, INC.",3081,10.0,39.3000030517578,30.0,1.0,2.34,-0.0266422234473113,12300000.0,288.578,942.0,169.0,1,1,1,3.3617650406504067,0.0,12.0,0.6719242902208202,0.8907558626465661,0.04930904522613065,0.004292294807370184,0.009997906197654942,0.008846314907872696
560,STRL,STERLING CONSTRUCTION CO INC,1600,15.0,25.934766149358612,149.72878787878787,0.8590909090909091,1.7889040247678043,0.007282201411438542,2021758.0,500.4599622950817,325.0,85.0,0,1,1,5.038625295411221,3.461707621114607,14.49811755952381,0.5548387096774193,0.8885337039610841,0.045170257123002086,0.006115357887421821,0.009034051424600417,0.0118137595552467
561,STXS,"Stereotaxis, Inc.",3845,8.0,69.7100982666016,97.0,1.0,-13.8,-0.055101058143785984,5500000.0,5.015,507.0,126.0,1,1,0,4.842550909090909,0.0,15.0,0.553623188405797,0.9127030501343929,0.059249737057379924,0.0065443496552530095,0.006894939815355849,0.014724786724319271
562,SUSS,Susser Holdings CORP ,5412,16.5,18.0,160.0,1.0,-1.82,0.02876703122721888,6500000.0,1896.264,680.0,119.0,1,1,0,2.438332615384615,0.0,17.0,0.4781297134238311,0.8795859446517851,0.04788395183437786,0.0038729666924864447,0.009506372790648546,0.008379691571016125
563,SVR,SYNIVERSE HOLDINGS INC,4899,16.0,16.0,90.0,1.0,-0.41,0.002730527290432577,17620000.0,332.403,891.0,162.0,1,0,0,3.8403646992054483,0.0,21.0,0.6220588235294118,0.8770431949671403,0.05004774476211874,0.004044262202999495,0.01567151603662304,0.009099589956748862
564,SWFT,SWIFT TRANSPORTATION Co,4213,11.0,11.1000003814697,147.0,1.0,-3.27,0.03181611781966237,73300000.0,2571.353,1143.0,289.0,1,1,0,1.8201461527967258,0.0,14.0,0.7603626943005182,0.8927428989863954,0.044051335414498786,0.005318533934558909,0.012063051605195206,0.011138089181793657
565,SWI,"SolarWinds, Inc. ",7372,12.5,13.75,425.0,1.0,0.35,0.013423012273516756,12116279.0,93.135,926.0,187.0,0,1,1,5.297529711885968,19.047619047619047,10.5,0.6467576791808873,0.9057876818322501,0.05731971525843392,0.005632930981120396,0.0043949241720829466,0.011575363664500155
566,SWSI,"Superior Well Services, INC",1389,13.0,18.32,84.0,0.0,0.53,0.041253540387578766,5620000.0,76.041,589.0,151.0,0,1,1,3.2983393238434164,8.333333333333334,12.0,0.6464646464646465,0.8770850806075855,0.05488770850806076,0.004659398005777654,0.007455036809244245,0.014071381977448514
567,SXC,"SunCoke Energy, Inc. ",3312,16.0,17.0,120.0,1.0,1.99,0.023098673969340587,11600000.0,1317.039,1111.0,197.0,0,1,1,6.0344827586206895,0.0,16.0,0.6581956797966964,0.8885331910541995,0.04939753679249478,0.006491485483082122,0.009159219243252857,0.008759059179227247
568,SXE,"Southcross Energy Partners, L.P. ",4922,20.0,22.350000381469698,196.0,1.0,-0.33,-0.010175503695470768,9000000.0,523.149,498.0,81.0,0,1,0,1.3570792222222223,0.0,20.0,0.6394984326018809,0.9098761222866235,0.05659734060688715,0.005114217524718718,0.006137061029662462,0.009205591544493692
569,SZYM,"TerraVia Holdings, Inc. ",2860,18.0,20.71,77.0,1.0,-0.34,-0.015926389920412308,10975000.0,500.4599622950817,1018.0,217.0,0,1,0,5.260964829157175,12.5,16.0,0.6172248803827751,0.911473168508602,0.0579924803463598,0.006380312179560214,0.007861456078386692,0.012361854847897915
570,TARG,TARGANTA THERAPEUTICS CORP.,2834,10.0,9.4,152.0,1.0,-1.5,0.04437081598735093,5750000.0,500.4599622950817,784.0,231.0,1,0,0,3.6468128695652173,0.0,13.0,0.7007299270072993,0.8595094388082702,0.050340310774367535,0.0051367664055477075,0.008218826248876333,0.014832412996019007
571,TAST,"CARROLS RESTAURANT GROUP, INC.",5812,13.0,4.23387718200684,84.0,1.0,-0.2,-0.006315604699400098,10000000.0,706.91,1207.0,136.0,1,0,0,2.162554,0.0,15.0,0.6919504643962848,0.8816510172143975,0.059027777777777776,0.004499217527386541,0.013302034428794992,0.006651017214397496
572,TBSI,TBS INTERNATIONAL LTD,4412,10.0,10.05,109.0,1.0,2.02,0.0009176316515647273,8160000.0,208.80700000000002,393.0,66.0,1,1,1,3.3939898284313728,0.0,11.5,0.6918032786885245,0.8726799088244871,0.04265711494627157,0.0039075219798111365,0.0053185715836318245,0.007163790296320417
573,TDG,TransDigm Group INC,3728,21.0,24.100000381469698,85.0,1.0,117.4,0.004334251155495739,10954570.0,374.25300000000004,709.0,182.0,0,1,1,4.034994344825949,0.0,21.0,0.7255813953488373,0.9142836818893157,0.05043391663109973,0.004979371176554275,0.011737089201877934,0.012946365059041115
574,TEA,Teavana Holdings Inc ,5499,17.0,27.7999992370605,91.0,1.0,0.14,-0.039305049874703096,7142858.0,90.262,475.0,189.0,0,1,1,5.325671880919375,21.428571428571427,14.0,0.6754617414248021,0.8888191517977226,0.04258943781942078,0.005021070563973819,0.004662422666547117,0.01694611315341164
575,TEU,BOX SHIPS INC.,4412,12.0,11.0,10.0,1.0,1.7889040247678043,0.004669618127058825,11999999.0,500.4599622950817,314.0,65.0,1,0,1,1.3427501118958427,0.0,16.0,0.6923076923076923,0.9454814814814815,0.04651851851851852,0.001925925925925926,0.00725925925925926,0.00962962962962963
576,TFM,"Fresh Market, Inc. ",5411,22.0,32.1100006103516,186.0,1.0,1.03,0.045414897066108864,13175000.0,861.931,624.0,137.0,0,1,1,3.6425840607210627,15.789473684210526,19.0,0.8150851581508516,0.8410972358636172,0.043777185351480286,0.007436509050091203,0.007015574575557738,0.009611337168514101
577,TGH,TEXTAINER GROUP HOLDINGS LTD,7359,16.5,17.0,14.0,1.0,1.18,0.04437081598735093,9000000.0,226.46200000000002,452.0,90.0,1,1,1,5.289404444444444,0.0,20.0,0.628498727735369,0.8740221939239585,0.041113334546116063,0.005002728761142441,0.008186283427323995,0.008186283427323995
578,THLD,THRESHOLD PHARMACEUTICALS INC,2834,7.0,42.839992523193395,301.0,1.0,-6.66,-0.006417682468154485,5333333.0,500.4599622950817,369.0,84.0,1,1,0,5.485295405330963,0.0,15.0,0.5575539568345323,0.8942223519112926,0.05383717537204552,0.003939305515027721,0.005836008170411439,0.01225561715786402
579,THR,"Thermon Group Holdings, Inc. ",3629,12.0,12.279999732971199,92.0,1.0,0.66,0.02726278674615886,10000000.0,192.713,887.0,236.0,1,1,1,2.8933407,0.0,13.0,0.6353982300884956,0.9061982101425257,0.05880013258203513,0.004375207159429897,0.011070599933708982,0.01564468014584024
580,THRM,SOLTA MEDICAL INC,3845,7.0,2.5199999809265097,92.0,1.0,-0.37,0.012849097356874246,6000000.0,40.655,522.0,106.0,1,0,0,3.7284083333333333,0.0,8.5,0.5343137254901961,0.8874818351671164,0.054183101515466056,0.0044633589370977785,0.011314095910317625,0.01100269877517127
581,THRX,"Innoviva, Inc.",2834,16.0,14.030220000000002,117.0,1.0,-10.37,0.022575265341070738,6150000.0,3.605,500.0,100.0,0,0,0,6.928290406504065,14.285714285714286,14.0,0.6382978723404256,0.9022324865280985,0.06415191172696946,0.011290736463946625,0.006158583525789068,0.012830382345393894
582,TIS,Orchids Paper Products CO /DE,2621,8.0,5.66666650772095,87.0,0.0,0.34,0.04070516148742976,1875000.0,46.928000000000004,292.0,55.0,0,0,1,2.066666666666667,0.0,8.0,0.6013289036544851,0.8728362183754993,0.0388814913448735,0.002929427430093209,0.005459387483355526,0.007323568575233023
583,TITN,Titan Machinery Inc. ,5080,8.5,9.47999954223633,111.0,0.0,0.6,0.01385841620746863,6000000.0,228.47,443.0,86.0,0,1,1,2.0381423333333335,0.0,8.5,0.6052631578947368,0.9210347174948945,0.05026094849103699,0.007374631268436578,0.005218969820739733,0.009757204447469935
584,TLEO,TALEO CORP,7372,14.0,13.6000003814697,547.0,1.0,-0.47,-0.024693936868313008,6700000.0,58.65,783.0,153.0,1,0,0,3.2579597014925374,0.0,15.0,0.6235955056179775,0.9099532983070636,0.05713660245183888,0.0032837127845884414,0.008756567425569177,0.0111646234676007
585,TLVT,TELVENT GIT S A ,7373,9.0,9.02,17.0,1.0,0.19,0.019104791635377056,8700000.0,313.892,813.0,127.0,1,1,1,3.2988505747126435,0.0,13.5,0.6322067594433399,0.9105426794799322,0.057447710570944034,0.003674392312040701,0.009468626342566422,0.00897399660825325
586,TMH,TEAM HEALTH HOLDINGS INC,8099,12.0,12.8100004196167,71.0,1.0,0.91,0.017323822774832926,13300000.0,1331.317,943.0,192.0,1,1,1,4.691804511278195,0.0,15.0,0.6423017107309487,0.901493049596705,0.05394428236370917,0.004862422058234655,0.018248383959727704,0.01098335335507122
587,TNAV,"Telenav, Inc.",7379,8.0,9.80000019073486,195.0,1.0,0.72,-0.03718971511231524,7000000.0,110.88,634.0,151.0,1,1,1,5.869021428571428,0.0,9.5,0.6838709677419355,0.9124951941560938,0.04875048058439062,0.00461361014994233,0.00853517877739331,0.011610918877354864
588,TNDM,TANDEM DIABETES CARE INC ,3841,15.0,19.2600002288818,38.0,1.0,-1.54,0.008571350983851266,8000000.0,2.475,556.0,142.0,0,1,0,2.672261875,7.142857142857143,14.0,0.5723140495867769,0.88549375348134,0.04424285827962123,0.003421659902920347,0.008434789528129228,0.011299435028248588
589,TNK,TEEKAY TANKERS LTD.,4400,19.5,20.0100002288818,10.0,1.0,1.61,0.048222318623155534,10000000.0,153.093,420.0,116.0,0,1,1,1.25,5.405405405405405,18.5,0.5368731563421829,0.9368312491942762,0.05414464354776331,0.0029650638133298956,0.0069614541704267115,0.014954234884620343
590,TOWR,"Tower International, Inc. ",3714,13.0,13.0,225.0,1.0,-4.49,0.02105232914807478,6250000.0,1634.405,1160.0,219.0,1,0,0,2.99485856,0.0,16.0,0.6558345642540621,0.827217125382263,0.05067715159458279,0.009349060725207515,0.01668851026649192,0.009567496723460026
591,TRAK,"Dealertrack Technologies, Inc",7373,17.0,19.25,138.0,1.0,0.33,0.00627236509183841,10000000.0,70.044,814.0,170.0,0,1,1,3.3848902,13.333333333333334,15.0,0.696969696969697,0.8633722964933156,0.056974872261496466,0.005389514943655071,0.009099181073703366,0.011898929096381326
592,TRBN,"Trubion Pharmaceuticals, Inc",2834,13.0,13.0900001525879,138.0,1.0,-1.12,0.03482706322965752,4000000.0,0.349,547.0,145.0,1,1,0,4.22630075,0.0,14.0,0.5898876404494382,0.9203681900888365,0.05854650540511613,0.007064112169538692,0.010061008241464197,0.01551964037247137
593,TRCA,TERCICA INC,2834,9.0,9.0,187.0,1.0,-38.59,-0.03596236702468871,5500000.0,500.4599622950817,256.0,47.0,1,0,0,4.282864181818182,0.0,12.0,0.5393258426966292,0.8841201716738197,0.06463014390305478,0.004291845493562232,0.00555415299166877,0.011865690482201464
594,TRFC,"Traffic.com, Inc. ",7310,12.0,12.1499996185303,147.0,1.0,-3.42,0.00807576450903087,6550000.0,43.293,706.0,136.0,0,1,0,2.9478227480916033,4.3478260869565215,11.5,0.6354344122657581,0.8932127285742175,0.04594260428190278,0.0036441725776013537,0.007613717706774256,0.008850133402746145
595,TRGT,"CATALYST BIOSCIENCES, INC. ",2834,9.0,28.543083190918,85.0,1.0,-153.54,0.004420872602526357,5000000.0,1.18,735.0,107.0,1,1,0,3.8209676,0.0,12.0,0.5974358974358974,0.9151160560138116,0.07049683483598695,0.009879148283138309,0.007577210819106081,0.01026280452714368
596,TRLA,"TRULIA, INC. ",7379,17.0,24.0,34.0,1.0,-0.23,0.037266088567751016,6000000.0,38.518,1049.0,195.0,0,1,0,4.396109,13.333333333333334,15.0,0.7822085889570553,0.8582037085859917,0.0460936813428245,0.005184989893663766,0.008085068986729942,0.00856841550224097
597,TRMM,"Access to Money, Inc. ",,13.837666174298375,25.934766149358612,149.72878787878787,0.8590909090909091,1.7889040247678043,0.007282201411438542,12415194.22928994,500.4599622950817,560.0,91.0,1,1,1,3.975593005885456,0.0,14.49811755952381,0.5607287449392713,0.8518827057647451,0.04665111629456848,0.0038320559813395535,0.008330556481172943,0.007580806397867378
598,TRS,TRIMAS CORP,3452,11.0,9.627668380737301,288.0,1.0,-6.37,-0.008112629417392084,11000000.0,1020.53,1225.0,307.0,1,0,0,2.8872272727272725,0.0,12.0,0.6832844574780058,0.8596551724137931,0.0603448275862069,0.009901477832512315,0.013300492610837438,0.015123152709359607
599,TRW,ZF TRW AUTOMOTIVE HOLDINGS CORP,3714,28.0,27.100000381469698,81.0,1.0,1.7889040247678043,-0.023438007501532743,24137931.0,500.4599622950817,1154.0,286.0,1,0,1,4.0978767401398235,0.0,29.0,0.6764705882352942,0.8994416269658316,0.059115823984427024,0.0058398647610265865,0.01992725782490651,0.014650888786435121
600,TRX,TRONOX INC ,2810,14.0,0.8000000119209291,169.0,1.0,-3.57,0.06214926000539073,17480000.0,1301.8,1035.0,159.0,1,0,0,2.3094640160183064,0.0,19.5,0.6459016393442623,0.9203863059493592,0.06407478486968365,0.005881260446975794,0.015415093171547082,0.00984337274809633
601,TRXI,TRX INC/GA,7374,9.0,9.0,141.0,1.0,0.63,-0.02258578146813989,6800000.0,113.459,491.0,78.0,1,0,1,2.5966082352941178,0.0,12.0,0.5768115942028985,0.8851441781238594,0.05973962769193333,0.0032850711765421586,0.01228859958632437,0.009490205621121791
602,TSLA,TESLA MOTORS INC,3711,17.0,23.8899993896484,151.0,1.0,-0.6,0.021872586777605996,13300000.0,111.943,1428.0,231.0,0,1,0,7.000706240601504,13.333333333333334,15.0,0.7583547557840618,0.8912483672326926,0.05329352491136406,0.0033215152080612056,0.008359768613547303,0.008621011382720657
603,TSON,"BAXANO SURGICAL, INC. ",3841,15.0,24.0,85.0,1.0,-0.5,0.018332855309276058,5500000.0,5.812,410.0,97.0,0,1,0,3.413905636363636,15.384615384615385,13.0,0.656140350877193,0.9020516214427532,0.054268696227663796,0.006750496360026472,0.0066181336863004635,0.012839179351422899
604,TSRA,TESSERA TECHNOLOGIES INC,3674,13.0,18.5,70.0,1.0,-0.94,0.047948878019069364,7500000.0,28.27,376.0,76.0,0,1,0,5.0444564,30.0,10.0,0.4652567975830816,0.9063265600230581,0.0541864822020464,0.002449920737858481,0.013258394581351779,0.01095258682807321
605,TSRO,"TESARO, Inc.",2834,13.5,13.6899995803833,97.0,1.0,-31.9,0.03158121781594317,6000000.0,500.4599622950817,619.0,173.0,0,1,0,4.445081,0.0,13.5,0.6558891454965358,0.9195117928418275,0.05104733630216065,0.006762328880092363,0.007339600857661224,0.014266864588487548
606,TSRX,Trius Therapeutics Inc,2834,5.0,5.0,270.0,1.0,-0.96,0.02195918943867311,10000000.0,5.016,570.0,137.0,1,0,0,2.3554592,0.0,13.0,0.7490909090909091,0.9135827572183814,0.057950386335908904,0.0075233834892232615,0.0077267181781211875,0.013928426189507931
607,TTGT,TechTarget Inc,7389,13.0,14.789999961853,99.0,1.0,0.18,-0.003979156274465649,7700000.0,79.012,695.0,164.0,0,1,1,5.072536883116883,0.0,13.0,0.5587734241908007,0.9163518210669488,0.05251624603294544,0.003929273084479371,0.005364969019192988,0.012392322804896478
608,TTPH,TETRAPHASE PHARMACEUTICALS INC,2834,7.0,7.0,37.0,1.0,-0.76,0.021853525494264763,10714286.0,7.6,666.0,172.0,1,0,0,1.8543435372175057,0.0,9.0,0.7914285714285715,0.9071224189931173,0.05150413734436625,0.003866676977805274,0.007733353955610548,0.013301368803650144
