,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C6p,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords,C2,C3p
568,SXE,"Southcross Energy Partners, L.P. ",4922,20.0,21.0,19.0,22.350000381469698,20.0,0,1,0.0,0.7611253196930945,0.4527777777777778,0.4031280227138507,0.30492071411892246,0.6180491099066171,0.6633244454161854,0.2604456824512535,0.3585904541318554,0.36182448845854,0.3585409252669039,0.6210178910022128,0.5625149276704634,0.3888381519264178,0.46306041859249475,0.45742012750154243,0.4411409117055328,0.42778202136758053,0.43136484297160826,0.43153628268299665,0.36191911199886795,0.35745254401324367,1.0,1
569,SZYM,"TerraVia Holdings, Inc. ",2860,18.0,17.0,15.0,20.71,16.0,0,1,12.5,0.2741687979539642,0.450925925925926,0.369825420080192,0.7679553470362314,0.6862956988521831,0.6487786945964816,0.6894150417827298,0.7206965009512779,0.7231066469318811,0.6841637010676156,0.8874439462868506,0.881646236301456,0.7243866125382773,0.8629248960473463,0.6038017794645697,0.4256507219041297,0.4279070729234646,0.4331163911812193,0.44747734620789653,0.3842735657810628,0.3932700283557474,1.0,1
570,TARG,TARGANTA THERAPEUTICS CORP.,2834,10.0,14.0,12.0,9.4,13.0,1,0,0.0,0.5810741687979539,0.2361111111111112,0.7189983666005433,0.43418586031357365,0.4852843425575393,0.6487786945964816,0.3885793871866296,0.6388038712879478,0.6049690984893851,0.5080071174377224,0.7789124894465518,0.7464447117185723,0.6930128533419601,0.8939912040420104,0.564066533948551,0.4837244861993169,0.42374110228326073,0.42303749389998435,0.4318471758955799,0.38818191889457,0.4130001690057667,1.0,1
571,TAST,"CARROLS RESTAURANT GROUP, INC.",5812,13.0,16.0,14.0,4.23387718200684,15.0,1,0,0.0,0.3028132992327365,0.4768518518518519,0.4254801746160571,0.44235699578823395,0.653495710410978,0.7710869462405512,0.7158774373259053,0.8403920919844488,0.8147604144304972,0.7909252669039145,0.966245104000395,0.7998280124671086,1.0,0.6548663241716686,0.5084025540496485,0.4776187900417781,0.42554118872720176,0.4343936462531451,0.42259068792848875,0.4206504686394424,0.30340261630431464,1.0,1
572,TBSI,TBS INTERNATIONAL LTD,4412,10.0,12.0,11.0,10.05,11.5,1,1,0.0,0.4051150895140665,0.8879629629629631,0.4673668659066618,0.5117714066285702,0.5866210630298271,0.4190246560263434,0.2409470752089137,0.3757134585160063,0.3633610900832702,0.3709964412811387,0.5518257346185529,0.5044939914867764,0.35911075398795056,0.39489925183939495,0.5563811666009396,0.4775164294247182,0.4248164380566625,0.411542303239905,0.41298606366121315,0.3483120892279853,0.31841259157561286,1.0,0
573,TDG,TransDigm Group INC,3728,21.0,22.0,20.0,24.100000381469698,21.0,0,1,0.0,0.3069053708439898,1.0,0.4871520463535206,0.664855544485557,0.6856245083884304,0.5610269523366599,0.41504178272980496,0.5761022417073373,0.5808806083134667,0.5507117437722421,0.740769365083465,0.6988505487040156,0.8029960573682611,0.7798635358208024,0.5749346955692185,0.5010074933131878,0.42812669839145373,0.4231682648518719,0.4296533124488587,0.41893144358652556,0.39839427990575366,1.0,0
574,TEA,Teavana Holdings Inc ,5499,17.0,15.0,13.0,27.7999992370605,14.0,0,1,21.428571428571427,0.3314578005115089,0.5398148148148149,0.2344427691091949,0.6122108037874837,0.5461498943548564,0.275434538825327,0.34401114206128136,0.4559516916204815,0.4480097619397336,0.451067615658363,0.6065370233224067,0.6261704431731805,0.3772284168617854,0.7971684783319044,0.6051469718449068,0.466151672183858,0.42611587834101133,0.4114336370666236,0.4302400058259304,0.3350880144564752,0.4267854489661463,1.0,0
575,TEU,BOX SHIPS INC.,4412,12.0,17.0,15.0,11.0,16.0,1,0,0.0,0.0,0.8451674119940379,0.489094111029045,0.36813878420104984,0.7191665182640125,0.6487786945964816,0.10584958217270196,0.2738439904045,0.28842916379495404,0.25177935943060503,0.4934113280748548,0.310326707713349,0.35911075398795056,0.38993176791040124,0.4562116607146792,0.47786722496116707,0.43052759003023744,0.41751719038493956,0.36849727574707347,0.37720032676395,0.36339142442668454,1.0,0
576,TFM,"Fresh Market, Inc. ",5411,22.0,20.0,18.0,32.1100006103516,19.0,0,1,15.789473684210524,0.7202046035805626,0.7046296296296297,0.7250444986092757,0.6952578672408724,0.7550894364611508,0.8514548573832953,0.3885793871866296,0.5842087848457276,0.5418328493791451,0.5916370106761566,0.6950144720895193,0.8579204596274013,0.5964504977113543,0.6578362547106201,0.5639422171763808,0.5632530776773069,0.4222145393485464,0.4133202503390769,0.4588927803523346,0.37413904485765415,0.3631450536648598,1.0,0
577,TGH,TEXTAINER GROUP HOLDINGS LTD,7359,16.5,21.0,19.0,17.0,20.0,1,1,0.0,0.016368286445012786,0.7324074074074074,0.7189983666005433,0.6922188965751106,0.6180491099066171,0.4363859124561415,0.3635097493036211,0.4493754652990322,0.4342707356480278,0.4350533807829181,0.5917018678158581,0.620653415426698,0.5579283526516707,0.49951243284357005,0.6043948540248333,0.43349114329564575,0.42492527133084657,0.40902703870936297,0.4299824371164271,0.38783407738637143,0.34073293123487286,1.0,0
578,THLD,THRESHOLD PHARMACEUTICALS INC,2834,7.0,16.0,14.0,42.839992523193395,15.0,1,1,0.0,0.9999999999999998,0.0,0.4248890560931737,0.5281404625561333,0.4655329231952288,0.6487786945964816,0.2033426183844011,0.2781454214575234,0.2769950399403437,0.2713523131672598,0.5347548119624665,0.4388682388148096,0.29822524885567714,0.4755216690118391,0.6084028818881161,0.3841524497697715,0.4265465207080302,0.4277909747375019,0.4135311272518143,0.35721126427331384,0.39230185959346675,1.0,1
579,THR,"Thermon Group Holdings, Inc. ",3629,12.0,14.0,12.0,12.279999732971199,13.0,1,1,0.0,0.33554987212276216,0.6361111111111112,0.6199280881461604,0.5248086305821041,0.653495710410978,0.4025465679822138,0.6030640668523677,0.6185788733559434,0.6178042414724259,0.6343416370106761,0.8284385924139646,0.6788792544572386,0.80851499556562,0.9048278567177281,0.539379962930225,0.4382894170480239,0.4274933371662968,0.43411440648308375,0.4206669132922877,0.41392926808940667,0.4185687810956756,1.0,0
580,THRM,SOLTA MEDICAL INC,3845,7.0,9.0,8.0,2.5199999809265097,8.5,1,0,0.0,0.33554987212276216,0.4453703703703704,0.536460366574046,0.45145128828543135,0.49675837028559466,0.18475891071425396,0.3844011142061281,0.3931259822979569,0.386410114454224,0.3834519572953736,0.6357768110077066,0.5501504523367793,0.6291068516515188,0.5584718777222607,0.5664388389277761,0.3679899808913908,0.42600895568454894,0.4282471226465519,0.422038907647707,0.4157918001850809,0.37986856932775814,1.0,1
581,THRX,"Innoviva, Inc.",2834,16.0,15.0,13.0,14.030220000000002,14.0,0,0,14.285714285714285,0.4378516624040921,0.0,0.5927832870521332,0.6516546479288883,0.5035172982521833,0.0544995453782575,0.20891364902506965,0.3170237405906196,0.3178053713265617,0.3158362989323843,0.6222611713078045,0.7824383696084936,0.3528648731129847,0.537121052781522,0.6344849518004764,0.44030597948928707,0.42718096621064583,0.44045371787582094,0.491621920239213,0.36224419154059256,0.3974034896015318,1.0,1
582,TIS,Orchids Paper Products CO /DE,2621,8.0,9.0,7.0,5.66666650772095,8.0,0,0,0.0,0.31508951406649616,0.5768518518518521,0.697771058246969,0.044536843338569825,0.24667209147652422,0.19852598402156954,0.2353760445682451,0.305277525022748,0.29624775441490503,0.3176156583629893,0.47586925785852535,0.3977581198744449,0.3055899442190173,0.33624459675941637,0.5035519356865212,0.41459583069604106,0.4248291189015813,0.40524814491169975,0.3941316950481662,0.35084740019893856,0.3224422341295609,0.0,0
583,TITN,Titan Machinery Inc. ,5080,8.5,9.5,7.5,9.47999954223633,8.5,0,1,0.0,0.4132992327365729,0.625,0.5423051952312758,0.3051915176461118,0.49675837028559466,0.43831695215010813,0.2924791086350975,0.3592108528414261,0.3668862349870631,0.3638790035587188,0.5857945464925527,0.6737939449932333,0.34002909988931795,0.4836508334066744,0.5020628209076892,0.41733191627004296,0.42865196316435317,0.42292646321754956,0.4582620761031731,0.3464614564726731,0.36508684876074293,0.0,0
584,TLEO,TALEO CORP,7372,14.0,16.0,14.0,13.6000003814697,15.0,1,0,0.0,0.9999999999999998,0.4268518518518519,0.3190537440884883,0.44485119124419015,0.5275597002588722,0.2219749038290153,0.5598885793871866,0.5614608321614691,0.5635712429525348,0.5880782918149465,0.7784162087402615,0.5625149276704634,0.6668519290480854,0.7036524039986088,0.5520159095143657,0.4300811869272277,0.42778806859138824,0.43204608161390984,0.4014806759702287,0.3937158133954838,0.3815930953421121,1.0,1
585,TLVT,TELVENT GIT S A ,7373,9.0,14.5,12.5,9.02,13.5,1,1,0.0,0.02864450127877237,0.5490740740740742,0.5726862442224513,0.5223764269690939,0.607011630758098,0.5137868041502376,0.5167130919220055,0.5799900736206469,0.5823720157727637,0.5613879003558718,0.7931695654886339,0.6037999475092805,0.712003022896444,0.6275047276601726,0.5533462882085732,0.4360699019229661,0.42783423620182826,0.43243666842167033,0.40887383352110246,0.40049251281867726,0.3539883277730684,1.0,0
586,TMH,TEAM HEALTH HOLDINGS INC,8099,12.0,16.0,14.0,12.8100004196167,15.0,1,1,0.0,0.24961636828644498,0.6824074074074075,0.5623728949497097,0.8003916472575615,0.7588109446455465,1.0,0.7116991643454039,0.7176772272313674,0.7122148530624696,0.7304270462633451,0.8541611931196089,0.7691381649398122,1.0,0.8044709374979014,0.5912710105590747,0.4430904575102714,0.4271225959443802,0.42793246899362414,0.4279861700078919,0.4340445655970874,0.3796598983316943,1.0,0
587,TNAV,"Telenav, Inc.",7379,8.0,10.0,9.0,9.80000019073486,9.5,1,1,0.0,0.7570332480818414,0.6472222222222223,0.24669238599840465,0.63875164264971,0.5402229352017436,0.3052991952219852,0.4637883008356546,0.5325502522954753,0.5363191611962895,0.5613879003558718,0.7005525235672877,0.6477688408646907,0.6361361966594804,0.6980898471528258,0.615891669956955,0.4719998867144354,0.42798700356669095,0.4207849501189627,0.4243272500711944,0.39148470520119655,0.38615434408184957,1.0,0
588,TNDM,TANDEM DIABETES CARE INC ,3841,15.0,15.0,13.0,19.2600002288818,14.0,0,1,7.142857142857142,0.11457800511508953,0.2287037037037038,0.5116885171483853,0.43929438873744714,0.580441867017856,0.044940727734605654,0.4902506963788301,0.5144346099760113,0.5029206729411233,0.4884341637010676,0.6561172210421272,0.5501504523367793,0.6184130382977313,0.6724891935188327,0.5309314513280197,0.3944173880234221,0.42584975388839813,0.4140483200334612,0.4041689316459319,0.39045168835257105,0.3829997112089447,1.0,1
589,TNK,TEEKAY TANKERS LTD.,4400,19.5,19.5,17.5,20.0100002288818,18.5,0,1,5.405405405405406,0.0,0.8120370370370371,0.7413018963185207,0.3100010363818587,0.653495710410978,0.35877047902053694,0.2883008356545961,0.31549342377367856,0.3284260002033737,0.31939501779359425,0.5704201875954119,0.40631303664653096,0.3888381519264178,0.5923488777590924,0.44797446965215254,0.3697699425827655,0.4298685888607501,0.42819653080036246,0.39490245350470704,0.37344185888022735,0.41385951684231914,1.0,0
590,TOWR,"Tower International, Inc. ",3714,13.0,17.0,15.0,13.0,16.0,1,0,0.0,0.8797953964194373,0.0,0.5839641699825242,0.4049083823622942,0.5079732904061953,1.0,0.7590529247910863,0.941393001902556,0.855751522478448,0.7855871886120996,0.9472616366402741,1.0,1.0,0.8674310619141381,0.5430477602746727,0.4525019096022192,0.4210452152490293,0.42350713183053534,0.4466326322909019,0.4109946756395328,0.36255116642551416,1.0,1
591,TRAK,"Dealertrack Technologies, Inc",7373,17.0,16.0,14.0,19.25,15.0,0,1,13.333333333333336,0.5237851662404092,0.5750000000000001,0.4983754014602254,0.5736397946427445,0.653495710410978,0.24260511754252995,0.41364902506963785,0.5855736620067831,0.5574700306190471,0.5275800711743772,0.7936566208403295,0.7324912437592731,0.6994002036049661,0.7492686492653552,0.5560944551211937,0.4811094261313753,0.42405790989283054,0.4318423347450251,0.4352576387657691,0.3970487180930284,0.38896082474043736,1.0,0
592,TRBN,"Trubion Pharmaceuticals, Inc",2834,13.0,15.0,13.0,13.0900001525879,14.0,1,1,0.0,0.5237851662404092,0.3064814814814815,0.6637317879739458,0.3796982824809282,0.39575875973934627,0.015209339969510774,0.3119777158774373,0.3810902473322856,0.3886246285604528,0.36921708185053376,0.6507948663532034,0.6788792544572386,0.5736477198626463,0.6811296659464764,0.5799340426638999,0.4066389795898235,0.42860024696888566,0.43380223465844914,0.4550296574397152,0.40572326609689563,0.4177354268651428,1.0,1
593,TRCA,TERCICA INC,2834,9.0,13.0,11.0,9.0,12.0,1,0,0.0,0.7242966751918157,0.0,0.25379979241485184,0.465556059855802,0.4735323725092155,0.6487786945964816,0.06406685236768803,0.15849119033832412,0.15826996734721546,0.16637010676156586,0.44567718347407537,0.3518774116246933,0.0943071042154464,0.2861316917596507,0.5813717635399321,0.3714756685837172,0.4257395859927812,0.44099851212589086,0.4193485611095657,0.3525034072413572,0.388642069276491,1.0,1
594,TRFC,"Traffic.com, Inc. ",7310,12.0,12.5,10.5,12.1499996185303,11.5,0,1,4.3478260869565215,0.5606138107416879,0.0,0.5088186430462025,0.41278689951159103,0.521112700043717,0.19066956586185985,0.6337047353760445,0.6302423690958723,0.6203351147366875,0.6592526690391458,0.7392027027056741,0.6261704431731805,0.6567729824048019,0.6548663241716686,0.5413638130828915,0.4383145800210293,0.42646621740399515,0.41665287661661987,0.40832536033583516,0.38144273512868737,0.3520636748382635,1.0,1
595,TRGT,"CATALYST BIOSCIENCES, INC. ",2834,9.0,13.0,11.0,28.543083190918,12.0,1,1,0.0,0.3069053708439898,0.0,0.4876536594123048,0.41008960785299603,0.4491068215687809,0.030501527155378048,0.3593314763231198,0.425883034163289,0.43119753239856734,0.4101423487544484,0.7542107988413962,0.8458080335269202,0.5122186859265679,0.5619514869490163,0.5690711149714118,0.4118884311474303,0.4281916356544481,0.4474225982571131,0.48089301236243814,0.3810165769258349,0.37144521138397596,1.0,1
596,TRLA,"TRULIA, INC. ",7379,17.0,16.0,14.0,24.0,15.0,0,1,13.333333333333336,0.0982097186700767,0.4712962962962964,0.6778558531129286,0.4975183215914068,0.49675837028559466,0.17982841027050633,0.7242339832869081,0.935933493258334,0.8826872450766605,0.9030249110320284,0.9008417150506003,0.9047500521811281,0.8539871499333292,0.8117077033708014,0.5841978971474673,0.5403889969136634,0.4236337460620006,0.41688047631781205,0.43250832714518794,0.3867421376334233,0.3474792512205092,1.0,1
597,TRMM,"Access to Money, Inc. ",-,,,,,,0,0,0.0,0.5717802061536076,0.8451674119940379,0.5042232267103278,0.7059017389971708,0.7320615657045416,0.6487786945964816,0.5041782729805014,0.491148978410125,0.4621555357203385,0.4884341637010676,0.6584689032088702,0.5685963468709402,0.5964504977113543,0.5033997477580665,0.5733371847147354,0.3863603629862121,0.4231121051117897,0.4177149275972005,0.41167727570233553,0.3893644585169959,0.32844415295289126,,0
598,TRS,TRIMAS CORP,3452,11.0,13.0,11.0,9.627668380737301,12.0,1,0,0.0,0.9999999999999998,0.0,0.4150738480491013,0.553410146236598,0.6871161363224823,0.9264909095535863,0.766016713091922,0.8342708247166847,0.788683380975516,0.8247330960854092,0.97341733103405,1.0,1.0,1.0,0.5391550639683532,0.4715919968897963,0.4237530759652977,0.4359918322284166,0.4555364117516746,0.4212713085770859,0.4062325010596364,1.0,1
599,TRW,ZF TRW AUTOMOTIVE HOLDINGS CORP,3714,28.0,30.0,28.0,27.100000381469698,29.0,1,0,0.0,0.29053708439897696,0.8451674119940379,0.3263266608185095,1.0,1.0,0.6487786945964816,0.7158774373259053,0.8020514517329804,0.793519156676873,0.7731316725978647,0.9448107615458439,0.889414194641769,1.0,1.0,0.5791971185642876,0.466853276868254,0.4269604499535102,0.4345014073945028,0.4410223547739204,0.4246146593876556,0.4104010818804191,1.0,0
600,TRX,TRONOX INC ,2810,14.0,20.5,18.5,0.8000000119209291,19.5,1,0,0.0,0.6506393861892582,0.0,0.8219509261573175,0.6326258509022656,0.8741823403724587,1.0,0.6657381615598886,0.6627512614773762,0.6719016574960173,0.6966192170818505,0.8948159503314835,0.8126260732930618,1.0,0.7200822998230956,0.5154130516093622,0.4455940356078815,0.42860165300013475,0.44036553996719074,0.4415337398640055,0.44080312713257347,0.3662101069643438,1.0,1
601,TRXI,TRX INC/GA,7374,9.0,13.0,11.0,9.0,12.0,1,0,0.0,0.5360613810741687,0.6305555555555556,0.33126178626422803,0.3903508590313805,0.5318142828696403,0.3088316650593182,0.2966573816155989,0.3346017040284556,0.3287875535268397,0.34964412811387896,0.6166466700153346,0.4388682388148096,0.6001667361432769,0.45025442233731366,0.5278793423816001,0.39754521510096574,0.4258217297733034,0.43526108905233574,0.40150759033653993,0.42285599378307154,0.36149213703647026,1.0,0
602,TSLA,TESLA MOTORS INC,3711,17.0,16.0,14.0,23.8899993896484,15.0,0,1,13.333333333333336,0.5769820971867007,0.40277777777777785,0.5887141707345879,0.9877857728693978,0.7588109446455465,0.3067601197950864,0.8997214484679666,1.0,1.0,1.0,1.0,0.7868218121394891,0.9524550647465275,0.8939912040420104,0.6356610352206875,0.5010054144821033,0.42781551282020075,0.42693021533103664,0.4086402344452544,0.39814867268181736,0.3616745094331746,1.0,1
603,TSON,"BAXANO SURGICAL, INC. ",3841,15.0,14.0,12.0,24.0,13.0,0,1,15.384615384615385,0.3069053708439898,0.4212962962962964,0.5682160655889157,0.40569743965831356,0.4735323725092155,0.06947431808044312,0.21309192200557106,0.30713872115146,0.3079982374275481,0.3282918149466192,0.5636048869143727,0.598076596088944,0.36524984405547095,0.5261208215879524,0.557006109356174,0.4527145695670256,0.4271666926212806,0.428359616205737,0.45164412062074427,0.36886021794036455,0.397479072639146,1.0,1
604,TSRA,TESSERA TECHNOLOGIES INC,3674,13.0,11.0,9.0,18.5,10.0,0,1,30.0,0.24552429667519185,0.3398148148148149,0.7397184388433413,0.6103623685405489,0.5606931338553922,0.1540060463157897,0.27715877437325903,0.2816610141450906,0.2842261064096625,0.2695729537366548,0.5397896018087495,0.3518774116246933,0.565842625292678,0.44151078568834795,0.5991884220407582,0.3199641918362692,0.4275034279463551,0.42825156854533425,0.38294559361871955,0.4293448201415102,0.37932684670984884,1.0,1
605,TSRO,"TESARO, Inc.",2834,13.5,15.0,12.0,13.6899995803833,13.5,0,1,0.0,0.3560102301790281,0.0,0.6449355371362219,0.5007302796826321,0.49675837028559466,0.6487786945964816,0.4192200557103064,0.4961948879146332,0.5039149445806546,0.5008896797153024,0.6922288317330925,0.7556038851795075,0.5539288146863778,0.7570332986102252,0.5853991626570473,0.4525398682447023,0.4285337528446214,0.42402027360463906,0.45177417885671034,0.3781829365547634,0.4088889392248899,1.0,1
606,TSRX,Trius Therapeutics Inc,2834,5.0,14.0,12.0,5.0,13.0,1,0,0.0,0.9999999999999998,0.3361111111111112,0.5892156750064038,0.465542453366774,0.653495710410978,0.06447559984554882,0.1991643454038997,0.4014806849201754,0.4061147705831177,0.36209964412811385,0.664311687655512,0.7182667587431506,0.49902628924144427,0.6578362547106201,0.5175131227025734,0.5173572352143028,0.4280719778722031,0.4330640592705627,0.45977101937652104,0.38274695265972436,0.40632617576789554,1.0,1
607,TTGT,TechTarget Inc,7389,13.0,14.0,12.0,14.789999961853,13.0,0,1,0.0,0.3641943734015345,0.5472222222222223,0.4390102307545649,0.6212171843512709,0.5686749322824229,0.25768377853458213,0.6337047353760445,0.5420216725949211,0.5480696442089326,0.5791814946619217,0.7334296432777236,0.6037999475092805,0.47622753237326376,0.7334928056269078,0.5997968497639774,0.3850005309657744,0.42828795254077573,0.42602641402191943,0.413359466544692,0.34915765006471233,0.39354550377197695,1.0,0
608,TTPH,TETRAPHASE PHARMACEUTICALS INC,2834,7.0,10.0,8.0,7.0,9.0,1,0,0.0,0.1104859335038363,0.3731481481481482,0.5886037894263909,0.42012004060511265,0.6776805295764011,0.07956574392838339,0.30362116991643456,0.5294896186615933,0.5301275605319353,0.4884341637010676,0.7179872897460549,0.5922979427336094,0.5964504977113543,0.7544539613038661,0.49189506007652684,0.5468010535557507,0.4275659712640639,0.4246492313728311,0.4122802789404147,0.3828228536909339,0.40135266356200017,1.0,1
609,TTPY,TomoTherapy Inc,3845,19.0,17.0,15.0,22.67,16.0,0,1,18.75,0.31099744245524297,0.5657407407407408,0.5983116476759929,0.7011752515794744,0.7110808444706377,0.36228077786408747,0.5793871866295265,0.5409876747456366,0.5474369258928672,0.5596085409252669,0.7185253095216254,0.7182667587431506,0.6148071006290347,0.6811296659464764,0.5779949844671973,0.3986965772255084,0.4283404741790837,0.42325471069037324,0.43802795587343424,0.3852508348786026,0.37959517635779416,1.0,0
610,TUMI,"Tumi Holdings, Inc.",3100,18.0,17.0,15.0,26.5,16.0,0,1,12.5,0.4828644501278772,0.5583333333333333,0.3613962824254567,0.8368206809522803,0.9070734276545319,0.526782366707465,0.33147632311977715,0.4505749028042022,0.4375247155592213,0.43149466192170816,0.6321193876931445,0.7601420874555218,0.607531020671683,0.6578362547106201,0.5630923590853406,0.4569024511781316,0.42526752442119253,0.4179530506444198,0.45983465534010026,0.39934825212423936,0.3938718775815477,1.0,0
611,TWLL,TECHWELL INC,3674,9.0,13.0,11.0,8.75,12.0,1,0,0.0,0.6179028132992327,0.563888888888889,0.28341771229156065,0.4211230826170723,0.4735323725092155,0.17396284191098868,0.520891364902507,0.5818099098353876,0.5790276475307038,0.5934163701067615,0.7557463500724059,0.6094695549697964,0.8513795494951116,0.7064172571013566,0.5634656797228714,0.4582025700375129,0.42720268489198426,0.4253083329002571,0.4099351306965823,0.42694403819346727,0.37818500378622266,1.0,0
612,TXRH,"Texas Roadhouse, Inc. ",5812,17.5,17.0,15.0,11.229999542236301,16.0,0,0,9.375,0.5769820971867007,0.6009259259259261,0.5927832870521332,0.5670068288433491,0.6219894382266243,0.4908113586319474,0.3231197771587744,0.3115642319463976,0.3076366841040821,0.3087188612099644,0.5636048869143727,0.5179495256219504,0.45228098326877547,0.44151078568834795,0.5638692604669931,0.33266292969541433,0.42608320653004295,0.4273584093518485,0.4293728928259848,0.39228571988819405,0.3671829928858698,1.0,0
613,TYPE,Monotype Imaging Holdings Inc.,7371,12.0,15.0,13.0,12.0500001907349,14.0,1,1,0.0,0.6956521739130433,0.5527777777777778,0.4497894042513328,0.5756319124958851,0.6871161363224823,0.2691666468693978,0.6935933147632312,0.729423442799239,0.7199430553515541,0.7731316725978647,0.8450644354759405,0.8210472937909512,0.6601497295081244,0.8515551648780068,0.5465912597489471,0.4788012876792508,0.42674382371708725,0.4252669676853544,0.4361876190929563,0.3691917992475693,0.38929171313039607,1.0,0
614,TZOO,TRAVELZOO INC,-,3.5,,,,,0,0,0.0,0.5717802061536076,0.8451674119940379,0.5042232267103278,0.7059017389971708,0.7320615657045416,0.6487786945964816,0.019498607242339844,0.14356026139465633,0.14412419356661055,0.15213523131672596,0.3750503138243186,0.20315651832326548,0.1633446960158461,0.21629522817435004,0.5733371847147354,0.41557699014997534,0.42587696787574436,0.42295002017151334,0.34998456193924044,0.37674300481982254,0.3748918583785087,,0
615,TZYM,"Ocera Therapeutics, Inc. ",2834,4.0,13.0,11.0,,12.0,1,0,0.0,0.5717802061536076,1.0,0.5042232267103278,0.46734677115903606,0.7647276887675142,0.0843785092159943,0.23259052924791085,0.3453966415749856,0.3572146835843493,0.34786476868327404,0.6525738078029722,0.8376357835795532,0.34002909988931795,0.6275047276601726,0.4860043903843788,0.4569338826230837,0.42950411606480593,0.44125745841640834,0.4959840477751184,0.35022828510819193,0.41401502288805625,,0
616,UACL,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213,20.0,20.0,18.0,22.5,19.0,0,1,5.263157894736842,0.3191815856777493,0.8451674119940379,0.5148922563919143,0.3562304401685508,0.4639165006338629,0.6487786945964816,0.4944289693593314,0.4698486227148648,0.4527099551447908,0.4706405693950178,0.6178987457614113,0.5805681091144451,0.6994002036049661,0.5514467945790075,0.5392952972091425,0.37768520605091466,0.42475130741068606,0.41194805925671574,0.4175124750317434,0.4157999319934405,0.3551761189642964,0.0,0
617,UAPH,UAP HOLDING CORP,2875,16.0,17.0,15.0,16.3199996948242,16.0,0,1,0.0,0.9002557544757032,0.6824074074074075,0.6953940466949514,0.7137074783263399,1.0,1.0,0.2200557103064067,0.3033749689800645,0.30180663676319386,0.3211743772241993,0.580493129339459,0.5563670389493205,0.5250797340124591,0.35320862855067836,0.5111021390166616,0.4352546395809997,0.42658405112514775,0.43347267878531137,0.44170235873180363,0.4132727453260609,0.33254554016530025,1.0,0
618,UBNT,"Ubiquiti Networks, Inc.",3663,15.0,17.0,15.0,17.5,16.0,1,1,0.0,0.4460358056265985,0.5027777777777779,0.7410050938736514,0.9689971512462181,0.5418153929455201,0.3393210843353697,0.4261838440111421,0.6191992720655142,0.5823720157727637,0.5489323843416369,0.8009269096475804,0.7371717466146398,0.8139965159384761,0.6578362547106201,0.706018225399962,0.4902031342080893,0.4232357521470728,0.4291856452336306,0.4322425882929913,0.41486350421686347,0.3554876356016353,1.0,1
619,UNCA,UNICA CORP,7372,10.0,11.0,9.0,11.710000038147,10.0,0,1,0.0,0.9999999999999998,0.5583333333333333,0.6565861407617539,0.40099009606911956,0.4389562038811792,0.20227642444833766,0.6448467966573816,0.6520804036727604,0.6620945235970036,0.6859430604982206,0.8817649456514872,0.8293830130206359,0.5697585379359063,0.7492686492653552,0.5695844199544626,0.4499052832722201,0.4287014959818804,0.43939091074597186,0.4457094544491309,0.35745149036107327,0.3764815122954456,1.0,0
620,UPG,UNIVERSAL POWER GROUP ,"7389, 5063",7.0,9.0,7.0,7.35,8.0,1,1,0.0,0.3723785166240409,0.5842592592592593,0.4610651024946904,0.11941388309877934,0.33399559075119295,0.2613513270080907,0.2395543175487465,0.2802134171560923,0.2817404273108341,0.2571174377224199,0.47179146838779606,0.4542717850430032,0.4269935749666646,0.39489925183939495,0.4802988980024592,0.3326880689432096,0.4272379469876267,0.40977931653396077,0.417879150216721,0.39449580115960103,0.36244470347070457,0.0,0
621,USBE,US BioEnergy CORP,2860,14.0,17.0,15.0,15.1000003814697,16.0,1,1,0.0,0.5074168797953963,0.4435185185185186,0.4254801746160571,0.8261099831102505,0.653495710410978,0.1172420316895021,0.6225626740947076,0.5930184465216313,0.5740562893330471,0.6058718861209964,0.6472223149383144,0.4836092451325182,0.44733787328351576,0.6053690898062004,0.6294106443924273,0.4083866858939075,0.4252468331771209,0.4026307328005109,0.378584785291733,0.33120732106618167,0.34271590501178634,1.0,1
622,V,VISA INC.,7389,44.0,42.0,37.0,14.125,39.5,0,0,11.39240506329114,0.4951406649616368,0.4551851851851853,0.24002228813091786,1.0,1.0,1.0,0.7061281337047354,0.7520473157415833,0.7606178042414724,0.75,0.8986942943203744,0.8041166652606804,0.7719369168971677,0.7518657754210606,0.5791971185642876,0.4578584294764785,0.42849938833648865,0.43188889285802967,0.4310434253284164,0.3901922601567879,0.359362093272774,1.0,1
623,VCC,"Manitex International, Inc.",3559,6.0,7.0,5.0,6.9,6.0,0,1,0.0,0.6342710997442454,0.1435185185185186,0.6432116538063557,0.09382755994192629,0.29835730928979226,0.6487786945964816,0.23259052924791085,0.24034246008768306,0.2392579118035861,0.2553380782918149,0.48710549286832566,0.44663642133539067,0.27495009401121506,0.4188539082916955,0.4886768898276937,0.33598568244749105,0.42630955389896263,0.4246643391186275,0.4258196147667015,0.36329705128668993,0.3894752736702948,0.0,1
